scale,window,label,n,overnight_log_pct,intraday_log_pct,total_log_pct,linked_overnight_pct,linked_intraday_pct,linked_total_pct,raw_overnight_log_pct,action_adjustment_log_pct,gross_rt_cash,rt_cash,rt_mean_pct,pt_cash,pt_mean_pct,cost_cash
0.12,2022,EDGE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
0.12,2023,U,118,23.28937973544851,142.90398913518004,166.1933688706285,26.22474181934573,317.4689112055081,426.9490553451858,20.834447255789204,-2.454932479659304,-25280.000000000007,-29782.885011399827,-1.5353535412312942,20752.742433900217,0.9894300839039379,4502.885011399823
0.12,2023,D,122,-52.928248252657575,-79.96833870883621,-132.89658696149377,-41.09725444185731,-55.052875000758206,-73.52490932599625,-52.928248252657575,0.0,16049.999999999982,10759.687342750247,0.37630952149609564,-21326.434760249715,-0.8320268022398914,5290.31265724974
0.12,2023,R,2,5.661966305325839,13.39530087709753,19.057267182423345,5.825324103777702,14.333909147318009,20.994229915667994,5.661966305325839,0.0,-3350.0000000000014,-3470.037971749994,-7.177530873047476,3226.613736750006,6.677222568504865,120.03797174999272
0.12,2023,EDGE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
0.12,2024,U,107,29.258170137528772,144.55309645988515,173.81126659741383,33.98822023107325,324.4105014186378,468.6600773246061,29.258170137528772,0.0,-31070.0,-35756.30077784971,-1.6149721033657207,26368.172300350263,1.2139770920105595,4686.300777849717
0.12,2024,D,135,-64.79446170452829,-71.06305656569972,-135.85751827022804,-47.68801157749001,-50.86657187638829,-74.29732676839397,-67.54475359349097,-2.750291888962674,16410.000000000015,10530.927594550365,0.2953012327702731,-22280.8716720497,-0.6918759837471801,5879.0724054496495
0.12,2024,R,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
0.12,2024,EDGE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
0.12,2025,U,160,48.736312182796844,214.24696284634283,262.98327502913975,62.80176708110267,752.0454022637962,1287.144971218751,46.79450359708669,-1.9418085857101512,-92979.99999999993,-103325.66829381428,-1.595539704985649,82587.88063281556,1.2096365480611915,10345.668293814364
0.12,2025,D,79,-72.99520125504093,-53.09243793114498,-126.08763918618584,-51.80678837715506,-41.193887318096294,-71.65944566804147,-72.99520125504093,0.0,24680.0,18445.456525188423,0.4423326418914447,-30902.212659187626,-0.8212605157298241,6234.5434748115795
0.12,2025,R,4,-11.186429442687524,-17.778640162856323,-28.96506960554386,-10.583440747854668,-16.28787878787878,-25.147501535135913,-11.186429442687524,0.0,6870.000000000002,6599.969128567028,4.149200733872778,-7136.598363066978,-4.519474602108398,270.0308714329726
