scenario,event,n,increment,remaining
S1_F1_open_12_1000,12,1,72.2561191199984,1390.2231975474951
S1_F1_open_12_1000,13,5,-506.30763728000784,1968.7869539475014
S1_F1_open_12_1000,14,1,-39.08166352000262,1501.5609801874962
S1_F1_open_12_1000,15,11,-781.0871353600014,2243.566452027495
S1_F1_open_12_1000,16,6,56.89017359999525,1405.5891430674983
S1_F1_open_12_1000,17,1,-76.6201404800031,1539.0994571474967
S1_F1_open_12_1000,18,2,-88.76012328000252,1551.239439947496
S1_F1_open_12_1000,19,9,-504.89122000001225,1967.3705366675058
S1_F1_open_12_1000,20,2,-66.26507904000027,1528.7443957074938
S1_F1_open_12_1000,21,1,-12.0077230400002,1474.4870397074938
S1_F1_open_12_1000,22,2,-89.8023477600018,1552.2816644274953
S1_F1_open_12_1000,23,1,-140.6610289600012,1603.1403456274948
S1_F1_open_12_1000,24,3,-152.59322000000066,1615.0725366674942
S1_F1_open_12_1000,25,2,-202.44687440000416,1664.9261910674977
S1_F1_open_12_1000,26,9,-572.8710268800096,2035.3503435475031
S1_F1_open_12_1000,27,3,-117.94862728000226,1580.4279439474958
S1_F1_open_12_1000,28,1,-51.19682400000056,1513.676140667494
S1_F1_open_12_1000,29,1,-41.39095176000228,1503.8702684274958
S1_F1_open_12_1000,30,2,-57.94318304000262,1520.4224997074962
S1_F1_open_12_1000,31,4,-44.459832400005325,1506.9391490674989
S1_F1_open_12_1000,32,7,-274.2435510400064,1736.7228677075
S1_F1_open_12_1000,33,1,-82.34758344000147,1544.826900107495
S1_F1_open_12_1000,34,1,47.903805079997255,1414.5755115874963
S1_F1_open_12_1000,35,3,-85.74637552000604,1548.2256921874996
S1_F1_open_12_1000,36,4,-203.09599636000166,1665.5753130274952
S1_F1_open_12_1000,37,8,-455.1742281200022,1917.6535447874958
S1_F1_open_12_1000,38,1,-32.2613718800003,1494.7406885474938
S1_F1_open_12_1000,39,1,-149.3980293200002,1611.8773459874938
S1_F1_open_12_1000,40,2,-127.66728060000241,1590.146597267496
S1_F1_open_12_1000,41,3,-99.85605176000354,1562.335368427497
S1_F1_open_12_1000,42,4,-187.88732024000456,1650.366636907498
S1_F1_open_12_1000,43,1,-142.1893452000004,1604.668661867494
S1_F1_open_12_1000,44,1,-62.50280023999949,1524.982116907493
S1_F1_open_12_1000,45,1,7.41096060000018,1455.0683560674934
S1_F1_open_12_1000,46,1,16.636736720000044,1445.8425799474935
S1_F1_open_12_1000,47,1,26.306956839998747,1436.1723598274948
S1_F1_open_12_1000,48,1,-179.0290575600011,1641.5083742274946
S1_F1_open_12_1000,49,7,-130.23278404001212,1592.7121007075057
S1_F1_open_12_1000,50,1,-124.29975259999628,1586.7790692674898
S1_F1_open_12_1000,51,2,-719.7444229600042,2182.2237396274977
S1_F1_open_12_1000,52,2,557.442580879997,905.0367357874966
S1_F1_open_12_1000,53,1,267.2512164399959,1195.2281002274976
S1_F1_open_12_1000,54,1,175.05818056000135,1287.4211361074922
S1_F1_open_12_1000,55,1,-1244.3608059200014,2706.840122587495
S1_F1_open_12_1000,56,2,327.69260151999697,1134.7867151474966
S1_F1_open_12_1000,57,1,-266.55722840000453,1729.036545067498
S1_F1_open_12_1000,58,1,-93.0219684800013,1555.5012851474949
S1_F1_open_12_1000,59,1,-127.14542884000002,1589.6247455074936
S1_F1_open_12_1000,60,1,-183.8023315600003,1646.2816482274939
S1_F1_open_12_1000,61,1,-75.53764624000178,1538.0169629074953
S1_F1_open_12_1000,62,1,-52.477270000001226,1514.9565866674948
S1_F1_open_12_1000,63,4,-421.9717686400036,1884.4510853074971
S1_F1_open_12_1000,64,1,696.9399031199973,765.5394135474962
S1_F1_open_12_1000,65,3,1056.6204773599966,405.85883930749696
S1_F1_open_12_1000,66,1,125.78020851999827,1336.6991081474953
S1_F1_open_12_1000,67,1,-862.527497359999,2325.0068140274925
S1_F1_open_12_1000,68,1,193.79213535999952,1268.687181307494
S1_F1_open_12_1000,69,1,-51.57658163999804,1514.0558983074916
S1_F1_open_12_1000,70,6,488.73076411999136,973.7485525475022
S1_F1_open_12_1000,71,1,961.2803944799998,501.19892218749374
S1_F1_open_12_1000,72,1,209.64447735999784,1252.8348393074957
S1_F1_open_12_1000,73,4,-54.160522039997886,1516.6398387074914
S1_F1_open_12_1000,74,5,-1038.6223595600168,2501.1016762275103
S1_F1_open_12_1000,75,2,760.1923311600003,702.2869855074932
S1_F1_open_12_1000,76,1,320.4184047999988,1142.0609118674947
S1_F1_open_12_1000,77,1,-73.78888999999981,1536.2682066674934
S1_F1_open_12_1000,78,1,-96.00264023999989,1558.4819569074934
S1_F1_open_12_1000,79,3,-296.70629084000393,1759.1856075074975
S1_F1_open_12_1000,80,8,71.59830179998971,1390.8810148675038
S1_F1_open_12_1000,81,1,332.7368309199992,1129.7424857474944
S1_F1_open_12_1000,82,3,-435.2977746400102,1897.7770913075037
S1_F1_open_12_1000,83,1,10.21990695999557,1452.259409707498
S1_F1_open_12_1000,84,1,247.94267971999943,1214.5366369474941
S1_F1_open_12_1000,85,5,-1431.7087473200045,2894.188063987498
S1_F1_open_12_1000,86,2,34.918596039995464,1427.560720627498
S1_F1_open_12_1000,87,2,-242.29789119999987,1704.7772078674934
S1_F1_open_12_1000,88,4,-424.4442509600085,1886.923567627502
S1_F1_open_12_1000,89,6,721.7023321543893,740.7769845131043
S1_F1_open_12_1000,90,1,-28.134116083194385,1490.613432750688
S1_F1_open_12_1000,91,1,1846.6958651735913,-384.21654850609775
S1_F1_open_12_1000,92,7,8185.944502924765,-6723.465186257272
S1_F1_open_12_1000,93,1,-210.8327734896011,1673.3120901570946
S1_F1_open_12_1000,94,1,993.5817473759816,468.8975692915119
S1_F1_open_12_1000,95,2,-1565.3088061416056,3027.788122809099
S1_F1_open_12_1000,96,3,1130.862042319175,331.61727434831846
S1_F1_open_12_1000,97,1,-798.4645921776028,2260.9439088450963
S1_F1_open_12_1000,98,1,1467.348107891994,-4.868791224500455
S1_F1_open_12_1000,99,10,-5151.500343487227,6613.9796601547205
S1_F1_open_12_1000,100,11,1095.6090711071738,366.87024556031974
S1_F1_open_12_1000,101,4,167.95281550077198,1294.5265011667216
S1_F1_open_12_1000,102,1,30.19987855759973,1432.2794381098938
S1_F1_open_12_1000,103,1,313.04580847438774,1149.4335081931058
S1_F1_open_12_1000,104,3,280.11475128717575,1182.3645653803178
S1_F1_post0935_5_all,0,1,-137.5328109000002,-3984.885550399118
S1_F1_post0935_5_all,1,6,2020.2074531000071,-6142.625814399125
S1_F1_post0935_5_all,2,4,436.7532563000059,-4559.171617599124
S1_F1_post0935_5_all,3,1,186.3862723000002,-4308.8046335991185
S1_F1_post0935_5_all,4,2,-34.71937959999559,-4087.6989816991227
S1_F1_post0935_5_all,5,1,-228.5702218999977,-3893.8481393991206
S1_F1_post0935_5_all,6,7,-282.64992009998787,-3839.7684411991304
S1_F1_post0935_5_all,7,4,-292.9999163999928,-3829.4184448991255
S1_F1_post0935_5_all,8,9,-674.3982801999828,-3448.0200810991355
S1_F1_post0935_5_all,9,1,-329.2952578999975,-3793.1231033991207
S1_F1_post0935_5_all,10,2,218.2571780000053,-4340.675539299124
S1_F1_post0935_5_all,11,7,-72.80585299999075,-4049.6125082991275
S1_F1_post0935_5_all,12,1,191.70936730000358,-4314.127728599122
S1_F1_post0935_5_all,13,5,-440.12128249999114,-3682.297078799127
S1_F1_post0935_5_all,14,1,100.94874139999956,-4223.367102699118
S1_F1_post0935_5_all,15,12,-1007.1181753999772,-3115.300185899141
S1_F1_post0935_5_all,16,7,-96.58058329998494,-4025.8377779991333
S1_F1_post0935_5_all,17,2,-195.27166619999662,-3927.1466950991216
S1_F1_post0935_5_all,18,2,41.46756620000269,-4163.885927499121
S1_F1_post0935_5_all,19,10,-290.94676419998177,-3831.4715970991365
S1_F1_post0935_5_all,20,2,-1.1550492999976996,-4121.263311999121
S1_F1_post0935_5_all,21,2,-59.71780989999752,-4062.7005513991207
S1_F1_post0935_5_all,22,3,-151.3677104999988,-3971.0506507991195
S1_F1_post0935_5_all,23,2,-178.21898009999677,-3944.1993811991215
S1_F1_post0935_5_all,24,3,-252.76017599999795,-3869.6581852991203
S1_F1_post0935_5_all,25,2,-28.804829599997902,-4093.6135316991204
S1_F1_post0935_5_all,26,9,-415.18366109998533,-3707.234700199133
S1_F1_post0935_5_all,27,4,-154.23530019999635,-3968.183061099122
S1_F1_post0935_5_all,28,1,-64.44881029999851,-4057.9695509991197
S1_F1_post0935_5_all,29,1,-134.6075809999984,-3987.81078029912
S1_F1_post0935_5_all,30,2,23.79094090000217,-4146.20930219912
S1_F1_post0935_5_all,31,5,5.386921700002858,-4127.805282999121
S1_F1_post0935_5_all,32,7,-94.82367879999038,-4027.594682499128
S1_F1_post0935_5_all,33,2,-168.3995834499965,-3954.0187778491218
S1_F1_post0935_5_all,34,1,61.0222104500026,-4183.440571749121
S1_F1_post0935_5_all,35,5,-164.3006550999944,-3958.117706199124
S1_F1_post0935_5_all,36,5,-298.405955749995,-3824.0124055491233
S1_F1_post0935_5_all,37,10,-966.1205918499891,-3156.297769449129
S1_F1_post0935_5_all,38,2,-38.01698489999944,-4084.401376399119
S1_F1_post0935_5_all,39,1,-137.34302054999898,-3985.0753407491193
S1_F1_post0935_5_all,40,2,-144.0744754499974,-3978.343885849121
S1_F1_post0935_5_all,41,4,-120.52604004999557,-4001.8923212491227
S1_F1_post0935_5_all,42,5,-304.1701057999944,-3818.248255499124
S1_F1_post0935_5_all,43,1,-169.01431069999853,-3953.4040505991197
S1_F1_post0935_5_all,44,1,-59.20055014999889,-4063.2178111491194
S1_F1_post0935_5_all,45,1,80.76987555000233,-4203.188236849121
S1_F1_post0935_5_all,46,1,140.3359908500006,-4262.754352149119
S1_F1_post0935_5_all,47,1,120.12384075000045,-4242.542202049119
S1_F1_post0935_5_all,48,2,-255.39428594999845,-3867.02407534912
S1_F1_post0935_5_all,49,8,-1010.5744733499905,-3111.8438879491277
S1_F1_post0935_5_all,50,1,-47.94640499999878,-4074.4719562991195
S1_F1_post0935_5_all,51,2,-360.45669134999844,-3761.96166994912
S1_F1_post0935_5_all,52,4,1777.4358400500096,-5899.854201349128
S1_F1_post0935_5_all,53,2,562.5711884500051,-4684.989549749123
S1_F1_post0935_5_all,54,1,164.69569140000385,-4287.114052699122
S1_F1_post0935_5_all,55,1,-968.5347342999958,-3153.8836269991225
S1_F1_post0935_5_all,56,2,406.5218677000048,-4528.940228999123
S1_F1_post0935_5_all,57,1,-439.51997949999713,-3682.898381799121
S1_F1_post0935_5_all,58,1,-202.45742084999802,-3919.9609404491202
S1_F1_post0935_5_all,59,1,-74.51877019999665,-4047.8995910991216
S1_F1_post0935_5_all,60,1,27.310337800001435,-4149.72869909912
S1_F1_post0935_5_all,61,1,26.33769780000148,-4148.75605909912
S1_F1_post0935_5_all,62,1,-52.12256259999958,-4070.2957986991187
S1_F1_post0935_5_all,63,4,-164.19935269999223,-3958.219008599126
S1_F1_post0935_5_all,64,1,682.2670261000021,-4804.68538739912
S1_F1_post0935_5_all,65,3,528.8628957999972,-4651.2812570991155
S1_F1_post0935_5_all,66,1,-88.78922269999748,-4033.629138599121
S1_F1_post0935_5_all,67,1,-317.40197134999835,-3805.01638994912
S1_F1_post0935_5_all,68,2,461.3497878000089,-4583.768149099127
S1_F1_post0935_5_all,69,1,-447.48346949999905,-3674.934891799119
S1_F1_post0935_5_all,70,6,869.8379108500085,-4992.256272149127
S1_F1_post0935_5_all,71,1,954.0815975000041,-5076.499958799122
S1_F1_post0935_5_all,72,1,8.429897750000237,-4130.8482590491185
S1_F1_post0935_5_all,73,5,622.0257405500088,-4744.444101849127
S1_F1_post0935_5_all,74,7,-2585.2344687499863,-1537.183892549132
S1_F1_post0935_5_all,75,2,511.7400280500078,-4634.158389349126
S1_F1_post0935_5_all,76,1,243.67390145000172,-4366.09226274912
S1_F1_post0935_5_all,77,1,-163.2677380999994,-3959.150623199119
S1_F1_post0935_5_all,78,2,-288.0804184999906,-3834.3379427991276
S1_F1_post0935_5_all,79,3,-382.48266374999366,-3739.9356975491246
S1_F1_post0935_5_all,80,8,-149.76515154997833,-3972.65320974914
S1_F1_post0935_5_all,81,1,54.777602999998635,-4177.195964299117
S1_F1_post0935_5_all,82,3,-276.39825574999486,-3846.0201055491234
S1_F1_post0935_5_all,83,1,8.855427750000672,-4131.273789049119
S1_F1_post0935_5_all,84,2,-214.4176606999972,-3908.000700599121
S1_F1_post0935_5_all,85,6,-1809.270095399992,-2313.1482658991263
S1_F1_post0935_5_all,86,3,-40.840249599990784,-4081.5781116991275
S1_F1_post0935_5_all,87,2,56.46986320000724,-4178.8882244991255
S1_F1_post0935_5_all,88,4,301.82106500000737,-4424.239426299126
S1_F1_post0935_5_all,89,10,-5170.18607276996,1047.7677114708422
S1_F1_post0935_5_all,90,2,-246.5684811809915,-3875.8498801181267
S1_F1_post0935_5_all,91,1,1284.013838007013,-5406.432199306131
S1_F1_post0935_5_all,92,9,7071.815570094055,-11194.233931393173
S1_F1_post0935_5_all,93,2,-606.4964578529907,-3515.9219034461275
S1_F1_post0935_5_all,94,1,663.7417032059893,-4786.160064505108
S1_F1_post0935_5_all,95,2,-3332.9971010969894,-789.4212602021289
S1_F1_post0935_5_all,96,4,4173.2148891870165,-8295.633250486135
S1_F1_post0935_5_all,97,1,-549.9882867149936,-3572.4300745841247
S1_F1_post0935_5_all,98,1,2007.599574897009,-6130.017936196127
S1_F1_post0935_5_all,99,12,-703.8937606499312,-3418.524600649187
S1_F1_post0935_5_all,100,13,7.6721751360964845,-4130.090536435215
S1_F1_post0935_5_all,101,4,-1475.9388108809653,-2646.479550418153
S1_F1_post0935_5_all,102,2,-1641.0097433779738,-2481.4086179211445
S1_F1_post0935_5_all,103,2,2391.077868152017,-6513.496229451135
S1_F1_post0935_5_all,104,3,-1363.6382346539758,-2758.7801266451424
S1_F1_post0935_5_1000,0,1,-137.5328109000002,8236.74931562071
S1_F1_post0935_5_1000,1,5,1909.0583065000064,6190.158198220703
S1_F1_post0935_5_1000,2,4,436.7532563000059,7662.463248420703
S1_F1_post0935_5_1000,3,1,186.3862723000002,7912.830232420709
S1_F1_post0935_5_1000,4,1,162.46877700000186,7936.747727720707
S1_F1_post0935_5_1000,5,1,-228.5702218999977,8327.786726620707
S1_F1_post0935_5_1000,6,6,-73.23350839998966,8172.450013120699
S1_F1_post0935_5_1000,7,3,-354.1725973999928,8453.389102120702
S1_F1_post0935_5_1000,8,7,-420.57631429998764,8519.792819020697
S1_F1_post0935_5_1000,9,1,-329.2952578999975,8428.511762620707
S1_F1_post0935_5_1000,10,2,218.2571780000053,7880.959326720704
S1_F1_post0935_5_1000,11,5,-144.819289499992,8244.035794220701
S1_F1_post0935_5_1000,12,1,191.70936730000358,7907.5071374207055
S1_F1_post0935_5_1000,13,5,-440.12128249999114,8539.3377872207
S1_F1_post0935_5_1000,14,1,100.94874139999956,7998.2677633207095
S1_F1_post0935_5_1000,15,11,-885.1176095999781,8984.334114320687
S1_F1_post0935_5_1000,16,6,-28.093562999987626,8127.310067720697
S1_F1_post0935_5_1000,17,1,-67.65082529999927,8166.867330020708
S1_F1_post0935_5_1000,18,2,41.46756620000269,8057.748938520706
S1_F1_post0935_5_1000,19,9,-286.03967449998345,8385.256179220693
S1_F1_post0935_5_1000,20,2,-1.1550492999976996,8100.371554020707
S1_F1_post0935_5_1000,21,1,-14.932684799998242,8114.149189520707
S1_F1_post0935_5_1000,22,2,-137.37319569999818,8236.589700420707
S1_F1_post0935_5_1000,23,1,-124.10729539999738,8223.323800120706
S1_F1_post0935_5_1000,24,3,-202.76017599999795,8301.976680720707
S1_F1_post0935_5_1000,25,2,-28.804829599997902,8128.021334320707
S1_F1_post0935_5_1000,26,9,-415.18366109998533,8514.400165820694
S1_F1_post0935_5_1000,27,3,-150.00124549999782,8249.217750220707
S1_F1_post0935_5_1000,28,1,-64.44881029999851,8163.665315020708
S1_F1_post0935_5_1000,29,1,-134.6075809999984,8233.824085720707
S1_F1_post0935_5_1000,30,2,23.79094090000217,8075.425563820707
S1_F1_post0935_5_1000,31,4,78.39288710000255,8020.8236176207065
S1_F1_post0935_5_1000,32,7,-94.82367879999038,8194.0401835207
S1_F1_post0935_5_1000,33,1,-79.14334314999724,8178.359847870706
S1_F1_post0935_5_1000,34,1,61.0222104500026,8038.194294270706
S1_F1_post0935_5_1000,35,3,-76.58128994999606,8175.797794670705
S1_F1_post0935_5_1000,36,4,-318.70094099999733,8417.917445720706
S1_F1_post0935_5_1000,37,8,-676.8058216999925,8776.022326420702
S1_F1_post0935_5_1000,38,1,20.96142024999972,8078.255084470709
S1_F1_post0935_5_1000,39,1,-137.34302054999898,8236.559525270708
S1_F1_post0935_5_1000,40,2,-144.0744754499974,8243.290980170706
S1_F1_post0935_5_1000,41,3,-93.09775504999743,8192.314259770706
S1_F1_post0935_5_1000,42,4,-235.5905005999939,8334.807005320703
S1_F1_post0935_5_1000,43,1,-169.01431069999853,8268.230815420708
S1_F1_post0935_5_1000,44,1,-59.20055014999889,8158.417054870708
S1_F1_post0935_5_1000,45,1,80.76987555000233,8018.446629170707
S1_F1_post0935_5_1000,46,1,140.3359908500006,7958.8805138707085
S1_F1_post0935_5_1000,47,1,120.12384075000045,7979.092663970709
S1_F1_post0935_5_1000,48,1,-443.17081704999873,8542.387321770708
S1_F1_post0935_5_1000,49,7,-200.6970694999909,8299.9135742207
S1_F1_post0935_5_1000,50,1,-47.94640499999878,8147.162909720708
S1_F1_post0935_5_1000,51,2,-360.45669134999844,8459.673196070707
S1_F1_post0935_5_1000,52,2,693.8608090500056,7405.355695670703
S1_F1_post0935_5_1000,53,1,1115.5502359000056,6983.666268820703
S1_F1_post0935_5_1000,54,1,109.69569140000385,7989.520813320705
S1_F1_post0935_5_1000,55,1,-913.5347342999958,9012.751239020705
S1_F1_post0935_5_1000,56,2,461.5218677000048,7637.694637020704
S1_F1_post0935_5_1000,57,1,-439.51997949999713,8538.736484220706
S1_F1_post0935_5_1000,58,1,-202.45742084999802,8301.673925570707
S1_F1_post0935_5_1000,59,1,-74.51877019999665,8173.735274920706
S1_F1_post0935_5_1000,60,1,27.310337800001435,8071.906166920708
S1_F1_post0935_5_1000,61,1,26.33769780000148,8072.878806920708
S1_F1_post0935_5_1000,62,1,-52.12256259999958,8151.339067320709
S1_F1_post0935_5_1000,63,4,-164.19935269999223,8263.415857420701
S1_F1_post0935_5_1000,64,1,682.2670261000021,7416.949478620707
S1_F1_post0935_5_1000,65,3,528.8628957999972,7570.353608920712
S1_F1_post0935_5_1000,66,1,-88.78922269999748,8188.0057274207065
S1_F1_post0935_5_1000,67,1,-317.40197134999835,8416.618476070707
S1_F1_post0935_5_1000,68,1,250.30515650000234,7848.911348220707
S1_F1_post0935_5_1000,69,1,-447.48346949999905,8546.699974220708
S1_F1_post0935_5_1000,70,6,869.8379108500085,7229.378593870701
S1_F1_post0935_5_1000,71,1,954.0815975000041,7145.134907220705
S1_F1_post0935_5_1000,72,1,8.429897750000237,8090.786606970709
S1_F1_post0935_5_1000,73,4,695.5134773500067,7403.703027370702
S1_F1_post0935_5_1000,74,5,203.93344720001187,7895.283057520697
S1_F1_post0935_5_1000,75,2,511.7400280500078,7587.476476670701
S1_F1_post0935_5_1000,76,1,243.67390145000172,7855.542603270707
S1_F1_post0935_5_1000,77,1,-163.2677380999994,8262.484242820708
S1_F1_post0935_5_1000,78,1,115.735250800004,7983.481253920705
S1_F1_post0935_5_1000,79,3,-382.48266374999366,8481.699168470703
S1_F1_post0935_5_1000,80,8,-149.76515154997833,8248.981656270687
S1_F1_post0935_5_1000,81,1,54.777602999998635,8044.43890172071
S1_F1_post0935_5_1000,82,3,-276.39825574999486,8375.614760470704
S1_F1_post0935_5_1000,83,1,8.855427750000672,8090.361076970708
S1_F1_post0935_5_1000,84,1,202.82769120000012,7896.388813520709
S1_F1_post0935_5_1000,85,5,-1781.5549554499958,9880.771460170705
S1_F1_post0935_5_1000,86,2,110.08197345000735,7989.134531270702
S1_F1_post0935_5_1000,87,2,56.46986320000724,8042.746641520702
S1_F1_post0935_5_1000,88,4,301.82106500000737,7797.395439720702
S1_F1_post0935_5_1000,89,6,1330.5410336180357,6768.675471102673
S1_F1_post0935_5_1000,90,1,-1116.365999426991,9215.5825041477
S1_F1_post0935_5_1000,91,1,1284.013838007013,6815.202666713696
S1_F1_post0935_5_1000,92,7,11216.975783670045,-3117.7592789493356
S1_F1_post0935_5_1000,93,1,-227.17025222400116,8326.38675694471
S1_F1_post0935_5_1000,94,1,663.7417032059893,7435.47480151472
S1_F1_post0935_5_1000,95,2,-3332.9971010969894,11432.213605817698
S1_F1_post0935_5_1000,96,3,3512.263924257015,4586.952580463694
S1_F1_post0935_5_1000,97,1,-549.9882867149936,8649.204791435703
S1_F1_post0935_5_1000,98,1,2007.599574897009,6091.6169298237
S1_F1_post0935_5_1000,99,10,-2356.9938990989467,10456.210403819656
S1_F1_post0935_5_1000,100,11,410.35916476810235,7688.857339952607
S1_F1_post0935_5_1000,101,4,-1475.9388108809653,9575.155315601674
S1_F1_post0935_5_1000,102,1,-1288.7043476079853,9387.920852328694
S1_F1_post0935_5_1000,103,1,638.3213327520061,7460.895171968703
S1_F1_post0935_5_1000,104,3,-1363.6382346539758,9462.854739374685
S1_F1_post0935_6_all,0,1,-141.21597307999764,-5679.849312479833
S1_F1_post0935_6_all,1,6,1997.7977837200015,-7818.863069279832
S1_F1_post0935_6_all,2,4,421.7637875600012,-6242.829073119832
S1_F1_post0935_6_all,3,1,183.10292676000608,-6004.168212319837
S1_F1_post0935_6_all,4,2,-40.0806955199987,-5780.984590039832
S1_F1_post0935_6_all,5,1,-231.379826280001,-5589.68545927983
S1_F1_post0935_6_all,6,7,-302.5129841199905,-5518.55230143984
S1_F1_post0935_6_all,7,4,-304.08237967999776,-5516.982905879833
S1_F1_post0935_6_all,8,9,-702.274336239996,-5118.790949319835
S1_F1_post0935_6_all,9,1,-332.1808294799994,-5488.884456079832
